READER_ID,ATD_SENSOR_ID,KITS_ID,ATD_LOCATION_ID,MODIFIED_DATE,SENSOR_STATUS,TURN_ON_DATE,SENSOR_TYPE,SENSOR_MFG,COA_INTERSECTION_ID,PRIMARY_ST_SEGMENT_ID,CROSS_ST_SEGMENT_ID,LANDMARK,PRIMARY_ST_AKA,CROSS_ST_AKA,SIGNAL_ENG_AREA,COUNCIL_DISTRICT,JURISDICTION,LOCATION_TYPE,LOCATION_NAME,PRIMARY_ST,CROSS_ST,PRIMARY_ST_BLOCK,COUNTY,CROSS_ST_BLOCK,Location,IP_COMM_STATUS,COMM_STATUS_DATETIME_UTC,LOCATION_LATITUDE,LOCATION_LONGITUDE
,192,,LOC17-012290,12/01/2017 10:44:00 PM +0000,TURNED_ON,05/05/2012 05:00:00 AM +0000,RADAR,Wavetronix,,,,,,,NORTHEAST,4,,ROADWAY, LAMAR BLVD / BEAVER ST, LAMAR BLVD, BEAVER ST,8500,,501,"(30.354446, -97.704086)",NO COMMUNICATION,12/02/2017 09:35:00 AM +0000,30.354446,-97.704086
,193,,LOC17-012295,12/01/2017 10:53:00 PM +0000,TURNED_ON,05/05/2012 05:00:00 AM +0000,RADAR,Wavetronix,,,,,,,CENTRAL,"9,10",,ROADWAY, LAMAR BLVD / 39TH HALF ST, LAMAR BLVD, 39TH HALF ST,3908,,1001,"(30.306806, -97.741928)",NO COMMUNICATION,12/02/2017 09:35:00 AM +0000,30.306806,-97.741928
burnet_gault,20,,LOC16-002245,,TURNED_ON,,BLUETOOTH,,5160013,,,,,,NORTHWEST,7,,ROADWAY,BURNET RD / GAULT LN,BURNET RD,GAULT LN,11700,,2901,"(30.4049339, -97.7160492)",OFFLINE,01/11/2018 03:35:00 PM +0000,30.4049339,-97.7160492
congress_oltorf,41,,LOC16-000710,,TURNED_ON,,BLUETOOTH,,5155470,,,,,,SOUTHWEST,"3,9",,ROADWAY,CONGRESS AVE / OLTORF ST,CONGRESS AVE,OLTORF ST,2300,,101,"(30.23876, -97.7535172)",OFFLINE,01/11/2018 03:35:00 PM +0000,30.23876,-97.7535172
fm973_tx71,61,,LOC16-004320,,TURNED_ON,,BLUETOOTH,,5167205,,,,,,SOUTHEAST,2,,ROADWAY,SH 71  / 973 RD,SH 71,FM 973 RD,3228,,3301,"(30.2023029, -97.6377563)",OFFLINE,01/21/2018 03:35:00 PM +0000,30.2023029,-97.6377563
5th_trinity,4,,LOC16-001550,,TURNED_ON,,BLUETOOTH,,5157443,,,,,,CENTRAL,9,,ROADWAY,5TH ST / TRINITY ST,5TH ST,TRINITY ST,300,,500,"(30.2661324, -97.7396774)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.2661324,-97.7396774
lamar_12th,65,,LOC16-000515,,TURNED_ON,,BLUETOOTH,,5155653,,,,,,CENTRAL,9,,ROADWAY,LAMAR BLVD / PARKWAY,LAMAR BLVD,PARKWAY,1200,,1200,"(30.277359, -97.7511673)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.277359,-97.7511673
lavaca_5th,89,,LOC16-001525,,TURNED_ON,,BLUETOOTH,,5156555,,,,,,CENTRAL,9,,ROADWAY,5TH ST / LAVACA ST,5TH ST,LAVACA ST,300,,500,"(30.2677956, -97.7455444)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.2677956,-97.7455444
us183_vargas,121,,LOC16-002440,,TURNED_ON,,BLUETOOTH,,5163534,,,,,,SOUTHWEST,3,,ROADWAY,BASTROP HWY / VARGAS RD,BASTROP HWY,VARGAS RD,247,,301,"(30.2398014, -97.6882172)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.2398014,-97.6882172
cota_northgate,46,,LOC16-006925,,TURNED_ON,,BLUETOOTH,,5168033,,,COTA NORTH GATE,COTA NORTH GATE,,SOUTHEAST,2,,ROADWAY,CIRCUIT OF THE AMERICAS BLVD / ELROY RD (COTA NORTH GATE),CIRCUIT OF THE AMERICAS BLVD,ELROY RD,7800,,7713,"(30.146154, -97.623441)",ONLINE,04/19/2018 08:35:00 AM +0000,30.146154,-97.623441
cota_southgate,47,,LOC16-006930,,TURNED_ON,,BLUETOOTH,,5166789,,,COTA SOUTH  GATE,COTA SOUTH  GATE,,SOUTHEAST,2,,ROADWAY,CIRCUIT OF THE AMERICAS BLVD / 812 RD (COTA SOUTH  GATE),CIRCUIT OF THE AMERICAS BLVD,FM 812 RD,9514,,12510,"(30.132037, -97.647147)",ONLINE,04/20/2018 08:35:00 AM +0000,30.132037,-97.647147
rm620_pecan_park,106,,LOC16-003080,08/01/2017 08:19:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5149456,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / PECAN PARK BLVD,FM 620 RD, PECAN PARK BLVD,12700,,11000,"(30.4667587, -97.8042831)",OFFLINE,01/20/2018 03:35:00 PM +0000,30.4667587,-97.8042831
tx71_silvermine,119,,LOC16-002600,08/01/2017 08:21:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5143788,,,,,,SOUTHWEST,8,,ROADWAY,SH 71  / FLETCHER LN,SH 71 , FLETCHER LN,7500,,6301,"(30.2470665, -97.888443)",OFFLINE,01/11/2018 03:35:00 PM +0000,30.2470665,-97.888443
us183_fm812,122,,LOC16-007255,,TURNED_ON,,BLUETOOTH,,5163226,,,,,,SOUTHEAST,,,ROADWAY,US 183 HWY / 812 RD,US 183 HWY,FM 812 RD,6500,,8600,"(30.1641817, -97.69317091)",OFFLINE,01/21/2018 03:35:00 PM +0000,30.1641817,-97.69317091
guadalupe_27th,136,,LOC16-000210,,TURNED_ON,,BLUETOOTH,,5157142,,,,,,CENTRAL,9,,ROADWAY,GUADALUPE ST / 27TH ST,GUADALUPE ST,27TH ST,2700,,401,"(30.2919846, -97.7411499)",OFFLINE,01/21/2018 03:35:00 PM +0000,30.2919846,-97.7411499
51st_us183,141,,LOC16-003635,,TURNED_ON,,BLUETOOTH,,5165577,,,,,,NORTHEAST,1,,ROADWAY,ED BLUESTEIN BLVD / 51ST ST,ED BLUESTEIN BLVD,51ST ST,5300,,5600,"(30.2923031, -97.6636276)",OFFLINE,01/20/2018 03:35:00 PM +0000,30.2923031,-97.6636276
lamar_panther,145,,LOC16-000915,,TURNED_ON,,BLUETOOTH,,5151313,,,,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / PANTHER TRL,LAMAR BLVD,PANTHER TRL,3201,,2317,"(30.2386703, -97.7892838)",OFFLINE,01/11/2018 03:35:00 PM +0000,30.2386703,-97.7892838
kinney_lamar,129,,LOC17-007395,,TURNED_ON,,BLUETOOTH,,,,,NW 300ft NW of Lamar,,,SOUTHWEST,5,,ROADWAY,2021 BLK KINNEY AVE (NW 300ft NW of Lamar),KINNEY AVE,,2021,,,"(30.248691, -97.770409)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.248691,-97.770409
6th_campbell,5,,LOC16-001015,,TURNED_ON,,BLUETOOTH,,5153995,,,,,,CENTRAL,9,,ROADWAY,6TH ST / CAMPBELL ST,6TH ST,CAMPBELL ST,1600,,500,"(30.2757683, -97.7642212)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2757683,-97.7642212
7th_chicon,7,,LOC16-001725,,TURNED_ON,,BLUETOOTH,,5159761,,,,,,CENTRAL,"3,1",,ROADWAY,7TH ST / CHICON ST,7TH ST,CHICON ST,1700,,700,"(30.2625771, -97.7221146)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2625771,-97.7221146
benwhite_riverside,15,,LOC16-002455,,TURNED_ON,,BLUETOOTH,,5367215,,,,,,SOUTHEAST,3,,ROADWAY,BEN WHITE BLVD / RIVERSIDE DR,BEN WHITE BLVD,RIVERSIDE DR,7700,,7700,"(30.21883, -97.69118)",ONLINE,03/29/2018 08:35:00 AM +0000,30.21883,-97.69118
burnet_anderson,18,,LOC16-000385,,TURNED_ON,,BLUETOOTH,,5158455,,,,,,NORTHWEST,7,,ROADWAY,ANDERSON LN / BURNET RD,ANDERSON LN,BURNET RD,2300,,7900,"(30.3561535, -97.730896)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3561535,-97.730896
burnet_koenig,21,,LOC16-000415,,TURNED_ON,,BLUETOOTH,,5157162,,,KOENLIG LN,KOENIG LN,,NORTHWEST,7,,BUILDING,ALLANDALE RD / BURNET RD (KOENLIG LN),ALLANDALE RD,BURNET RD,2100,,5900,"(30.3348522, -97.7398224)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3348522,-97.7398224
burnet_us183,23,,LOC16-003045,,TURNED_ON,,BLUETOOTH,,5158961,,,,,,NORTHWEST,7,,ROADWAY,BURNET RD / RESEARCH BLVD SVRD,BURNET RD,RESEARCH BLVD SVRD,8927,,9052,"(30.3728848, -97.7264786)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3728848,-97.7264786
us290_tx71,124,,LOC16-003495,08/01/2017 08:21:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5144363,,,,,,SOUTHWEST,8,,ROADWAY,SH 71  / 290 HWY,SH 71 ,US 290 HWY,6901,,6851,"(30.2333431, -97.8747025)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.2333431,-97.8747025
pascal_loop360,27,,LOC16-004265,,TURNED_ON,,BLUETOOTH,,5148102,,,,,,NORTHWEST,10,,ROADWAY,CAPITAL OF TEXAS HWY / PASCAL LN,CAPITAL OF TEXAS HWY,PASCAL LN,1000,,2,"(30.3154545, -97.8260498)",OFFLINE,05/06/2018 08:35:00 AM +0000,30.3154545,-97.8260498
cap_tx_hwy_courtyard,24,,LOC16-004195,,TURNED_ON,,BLUETOOTH,,5150534,,,,,,NORTHWEST,10,,ROADWAY,CAPITAL OF TEXAS HWY / COURTYARD DR,CAPITAL OF TEXAS HWY,COURTYARD DR,5409,,5400,"(30.352457, -97.7952881)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.352457,-97.7952881
cap_tx_hwy_lakewood,25,,LOC16-004175,,TURNED_ON,,BLUETOOTH,,5151320,,,,,,NORTHWEST,10,,ROADWAY,CAPITAL OF TEXAS HWY / LAKEWOOD DR,CAPITAL OF TEXAS HWY,LAKEWOOD DR,6822,,7200,"(30.3716736, -97.7856598)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.3716736,-97.7856598
lamar_payton_gin,85,,LOC16-002325,,TURNED_ON,,BLUETOOTH,,5161813,,,,,,NORTHEAST,4,,ROADWAY,LAMAR BLVD / PAYTON GIN RD,LAMAR BLVD,PAYTON GIN RD,8900,,801,"(30.3576469, -97.7001114)",OFFLINE,01/21/2018 03:35:00 PM +0000,30.3576469,-97.7001114
lamar_rundberg,87,,LOC16-002330,,TURNED_ON,,BLUETOOTH,,5162155,,,,,,NORTHEAST,4,,ROADWAY,LAMAR BLVD / RUNDBERG LN,LAMAR BLVD,RUNDBERG LN,9200,,411,"(30.3631401, -97.6970215)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.3631401,-97.6970215
lamar_mlk,81,,LOC16-000545,,TURNED_ON,,BLUETOOTH,,5155501,,,,,,CENTRAL,9,,ROADWAY,LAMAR BLVD / MARTIN LUTHER KING JR BLVD,LAMAR BLVD,MARTIN LUTHER KING JR BLVD,1900,,1109,"(30.2836018, -97.7520752)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2836018,-97.7520752
lamar_morrow,82,,LOC16-002310,,TURNED_ON,,BLUETOOTH,,5160315,,,,,,NORTHEAST,"7,4",,ROADWAY,LAMAR BLVD / MORROW ST,LAMAR BLVD,MORROW ST,7500,,701,"(30.3439732, -97.7149658)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3439732,-97.7149658
lamar_oltorf,83,,LOC16-000610,,TURNED_ON,,BLUETOOTH,,5153332,,,,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / OLTORF ST,LAMAR BLVD,OLTORF ST,2059,,1401,"(30.2484131, -97.7699509)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2484131,-97.7699509
rm620_us183,107,,LOC16-004415,08/01/2017 08:20:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5150132,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / 183 HWY SVRD,FM 620 RD,US 183 HWY SVRD,13100,,13877,"(30.4691181, -97.7966461)",OFFLINE,01/21/2018 03:35:00 PM +0000,30.4691181,-97.7966461
us183_metropolis,123,,LOC16-004235,,TURNED_ON,,BLUETOOTH,,5164191,,,,,,SOUTHEAST,2,,ROADWAY,US 183 HWY / METROPOLIS DR,US 183 HWY,METROPOLIS DR,2800,,7700,"(30.2099247, -97.6832809)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.2099247,-97.6832809
south_1st_barton_spring,112,,LOC16-000665,,TURNED_ON,,BLUETOOTH,,5155886,,,,,,SOUTHWEST,9,,ROADWAY,1ST ST / BARTON SPRINGS RD,1ST ST,BARTON SPRINGS RD,300,,401,"(30.2583828, -97.7500687)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2583828,-97.7500687
south_1st_oltorf,113,,LOC16-000720,,TURNED_ON,,BLUETOOTH,,5154726,,,,,,SOUTHWEST,"3,9",,ROADWAY,OLTORF ST / 1ST ST,OLTORF ST,1ST ST,600,,2301,"(30.2421112, -97.7596207)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2421112,-97.7596207
south_1st_st_elmo,114,,LOC16-001970,,TURNED_ON,,BLUETOOTH,,5153096,,,,,,SOUTHWEST,3,,ROADWAY,1ST ST / ST ELMO RD,1ST ST,ST ELMO RD,4400,,601,"(30.2210426, -97.7728806)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2210426,-97.7728806
south_1st_benwhite,115,,LOC16-002660,,TURNED_ON,,BLUETOOTH,,5153502,,,,,,SOUTHWEST,3,,ROADWAY,1ST ST / BEN WHITE BLVD SVRD,1ST ST,BEN WHITE BLVD SVRD,3817,,600,"(30.226881, -97.7692413)",ONLINE,03/29/2018 08:35:00 AM +0000,30.226881,-97.7692413
,148,5,LOC17-010400,07/03/2017 02:42:00 PM +0000,TURNED_ON,03/02/2015 06:00:00 AM +0000,RADAR,Wavetronix,5155103,,,Lamar Bridge,,,CENTRAL,9,,ROADWAY, LAMAR BLVD / SANDRA MURAIDA WAY (Lamar Bridge), LAMAR BLVD, SANDRA MURAIDA WAY,101,,200,"(30.2668, -97.756051)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2668,-97.756051
,149,7,LOC17-010405,07/03/2017 02:47:00 PM +0000,TURNED_ON,03/02/2015 06:00:00 AM +0000,RADAR,Wavetronix,,,,South 1st Bridge,,,SOUTHWEST,9,,ROADWAY,1 BLK S 1ST ST (South 1st Bridge), 1ST ST,  ,1,,,"(30.260839, -97.74861)",ONLINE,03/29/2018 08:35:00 AM +0000,30.260839,-97.74861
,150,19,LOC17-007395,07/03/2017 02:49:00 PM +0000,TURNED_ON,03/02/2015 06:00:00 AM +0000,RADAR,Wavetronix,,,,NW 300ft NW of Lamar,,,SOUTHWEST,5,,ROADWAY,2021 BLK KINNEY AVE (NW 300ft NW of Lamar), KINNEY AVE,  ,2021,,,"(30.248691, -97.770409)",ONLINE,06/06/2018 08:35:00 AM +0000,30.248691,-97.770409
,161,,LOC17-010440,07/03/2017 05:11:00 PM +0000,TURNED_ON,05/05/2013 05:00:00 AM +0000,RADAR,Wavetronix,,,,School Flasher,,,SOUTHWEST,5,,ROADWAY,1200 BLK W SLAUGHTER LN (School Flasher), SLAUGHTER LN,  ,1200,,,"(30.174019, -97.813191)",OFFLINE,01/21/2018 03:35:00 PM +0000,30.174019,-97.813191
,171,,LOC16-003460,08/01/2017 08:11:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5167104,,,,,,NORTHEAST,1,,ROADWAY,FM 969 RD / DECKER LN,FM 969 RD, DECKER LN,8600,,5200,"(30.2767944, -97.6372757)",OFFLINE,01/20/2018 03:35:00 PM +0000,30.2767944,-97.6372757
lavaca_15th,88,,LOC16-001085,,TURNED_ON,,BLUETOOTH,,5157084,,,,,,CENTRAL,"1,9",,ROADWAY,15TH ST / LAVACA ST,15TH ST,LAVACA ST,300,,1500,"(30.2776051, -97.7419281)",OFFLINE,01/20/2018 03:35:00 PM +0000,30.2776051,-97.7419281
cap_tx_hwy_spicewood_springs_north,28,,LOC16-004185,,TURNED_ON,,BLUETOOTH,,5153292,,,EAST - BLUFFSTONE DR,,,NORTHWEST,10,,ROADWAY,CAPITAL OF TEXAS HWY / SPICEWOOD SPRINGS RD (EAST - BLUFFSTONE DR ),CAPITAL OF TEXAS HWY,SPICEWOOD SPRINGS RD,8400,,5301,"(30.3850155, -97.7667313)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3850155,-97.7667313
lamar_29th,67,,LOC16-000525,,TURNED_ON,,BLUETOOTH,,5155961,,,,,,CENTRAL,"10,9",,ROADWAY,LAMAR BLVD / 29TH ST,LAMAR BLVD,29TH ST,2900,,1001,"(30.2981358, -97.7484741)",ONLINE,04/15/2018 08:35:00 AM +0000,30.2981358,-97.7484741
lamar_38th,68,,LOC16-000510,,TURNED_ON,,BLUETOOTH,,5156777,,,,,,CENTRAL,"10,9",,ROADWAY,38TH ST / LAMAR BLVD,38TH ST,LAMAR BLVD,1000,,3800,"(30.3051968, -97.7430496)",ONLINE,04/15/2018 08:35:00 AM +0000,30.3051968,-97.7430496
cap_tx_hwy_westlake,31,,LOC16-004095,,TURNED_ON,,BLUETOOTH,,5149583,,,,,,NORTHWEST,10,,ROADWAY,CAPITAL OF TEXAS HWY / WESTLAKE DR,CAPITAL OF TEXAS HWY,WESTLAKE DR,3700,,4300,"(30.3352509, -97.8062515)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.3352509,-97.8062515
fm2222_riverplace,54,,LOC16-004070,,TURNED_ON,,BLUETOOTH,,5146187,,,,,,NORTHWEST,"10,6",,ROADWAY,FM 2222 RD / RIVER PLACE BLVD,FM 2222 RD,RIVER PLACE BLVD,10600,,6701,"(30.3945255, -97.8455124)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.3945255,-97.8455124
,167,,LOC16-003670,07/03/2017 08:23:00 PM +0000,TURNED_ON,05/05/2013 05:00:00 AM +0000,RADAR,Wavetronix,5150518,,,SCOTLAND WELL DR,,,NORTHWEST,"10,6",,ROADWAY, OLD LAMPASAS TRL / SPICEWOOD SPRINGS RD (SCOTLAND WELL DR), OLD LAMPASAS TRL, SPICEWOOD SPRINGS RD,8800,,8043,"(30.4225273, -97.7936096)",OFFLINE,03/04/2018 03:35:00 PM +0000,30.4225273,-97.7936096
,184,,LOC16-004660,08/02/2017 03:23:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5154806,,,,,,CENTRAL,9,,ROADWAY, 5TH ST / WALSH ST, 5TH ST, WALSH ST,1200,,500,"(30.2716541, -97.7581711)",OFFLINE,01/20/2018 03:35:00 PM +0000,30.2716541,-97.7581711
,194,,LOC17-012300,12/01/2017 10:56:00 PM +0000,TURNED_ON,01/01/2012 06:00:00 AM +0000,RADAR,Wavetronix,,,,,,,CENTRAL,9,,ROADWAY,BLK N MOPAC SB TO 5TH EB RAMP, N MOPAC SB TO 5TH EB RAMP,  ,,,,"(30.276033, -97.767453)",NO COMMUNICATION,12/02/2017 09:35:00 AM +0000,30.276033,-97.767453
,195,,LOC17-010520,03/07/2018 06:00:00 AM +0000,TURNED_ON,,RADAR,Wavetronix,,,,,,,CENTRAL,9,,ROADWAY,1600 BLK W 5TH ST, 5TH ST,  ,1600,,,"(30.274172, -97.763824)",NO COMMUNICATION,03/08/2018 03:35:00 PM +0000,30.274172,-97.763824
congress_slaughter,43,,LOC16-003830,,TURNED_ON,,BLUETOOTH,,5151549,,,,,,SOUTHWEST,"5,2",,ROADWAY,CONGRESS AVE / SLAUGHTER LN,CONGRESS AVE,SLAUGHTER LN,8516,,126,"(30.1671066, -97.788559)",ONLINE,03/30/2018 08:35:00 AM +0000,30.1671066,-97.788559
south_1st_slaughter,116,,LOC16-001010,,TURNED_ON,,BLUETOOTH,,5150579,,,,,,SOUTHWEST,"5,2",,ROADWAY,SLAUGHTER LN / 1ST ST,SLAUGHTER LN,1ST ST,600,,8901,"(30.1724548, -97.7995529)",ONLINE,03/30/2018 08:35:00 AM +0000,30.1724548,-97.7995529
congress_cesar_chavez,33,,LOC16-000740,,TURNED_ON,,BLUETOOTH,,5156722,,,,,,CENTRAL,9,,ROADWAY,CESAR CHAVEZ ST / CONGRESS AVE,CESAR CHAVEZ ST,CONGRESS AVE,100,,100,"(30.263382, -97.7445679)",ONLINE,03/29/2018 08:35:00 AM +0000,30.263382,-97.7445679
cesar_chavez_lavaca,34,,LOC16-000735,,TURNED_ON,,BLUETOOTH,,5156353,,,,,,CENTRAL,9,,ROADWAY,CESAR CHAVEZ ST / LAVACA ST,CESAR CHAVEZ ST,LAVACA ST,300,,100,"(30.2640705, -97.7469406)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2640705,-97.7469406
congress_elizabeth,40,,LOC16-001120,,TURNED_ON,,BLUETOOTH,,5155942,,,,,,SOUTHWEST,9,,ROADWAY,CONGRESS AVE / ELIZABETH ST,CONGRESS AVE,ELIZABETH ST,1500,,101,"(30.2489243, -97.749939)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2489243,-97.749939
riverside_congress,42,,LOC16-000685,,TURNED_ON,,BLUETOOTH,,5156395,,,,,,SOUTHWEST,9,,ROADWAY,CONGRESS AVE / RIVERSIDE DR,CONGRESS AVE,RIVERSIDE DR,300,,101,"(30.257143, -97.7468719)",ONLINE,03/29/2018 08:35:00 AM +0000,30.257143,-97.7468719
congress_stassney,44,,LOC16-002005,,TURNED_ON,,BLUETOOTH,,5152923,,,,,,SOUTHWEST,"3,2",,ROADWAY,CONGRESS AVE / STASSNEY LN,CONGRESS AVE,STASSNEY LN,5536,,100,"(30.204942, -97.77479)",ONLINE,03/29/2018 08:35:00 AM +0000,30.204942,-97.77479
guadalupe_15th,62,,LOC16-001080,,TURNED_ON,,BLUETOOTH,,5156901,,,,,,CENTRAL,9,,ROADWAY,GUADALUPE ST / 15TH ST,GUADALUPE ST,15TH ST,1500,,300,"(30.2779, -97.743)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2779,-97.743
guadalupe_5th,63,,LOC16-001570,,TURNED_ON,,BLUETOOTH,,5156387,,,,,,CENTRAL,9,,ROADWAY,5TH ST / GUADALUPE ST,5TH ST,GUADALUPE ST,400,,500,"(30.2680931, -97.7466354)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2680931,-97.7466354
lamar_24th,66,,LOC16-000535,,TURNED_ON,,BLUETOOTH,,5155404,,,,,,CENTRAL,9,,ROADWAY,LAMAR BLVD / 24TH ST,LAMAR BLVD,24TH ST,2300,,1301,"(30.2885342, -97.7527695)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2885342,-97.7527695
lamar_45th,69,,LOC16-000505,,TURNED_ON,,BLUETOOTH,,5157553,,,,,,CENTRAL,"10,9",,ROADWAY,LAMAR BLVD / 45TH ST,LAMAR BLVD,45TH ST,4400,,1001,"(30.3134632, -97.7375946)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3134632,-97.7375946
