READER_ID,ATD_SENSOR_ID,KITS_ID,ATD_LOCATION_ID,MODIFIED_DATE,SENSOR_STATUS,TURN_ON_DATE,SENSOR_TYPE,SENSOR_MFG,COA_INTERSECTION_ID,PRIMARY_ST_SEGMENT_ID,CROSS_ST_SEGMENT_ID,LANDMARK,PRIMARY_ST_AKA,CROSS_ST_AKA,SIGNAL_ENG_AREA,COUNCIL_DISTRICT,JURISDICTION,LOCATION_TYPE,LOCATION_NAME,PRIMARY_ST,CROSS_ST,PRIMARY_ST_BLOCK,COUNTY,CROSS_ST_BLOCK,Location,IP_COMM_STATUS,COMM_STATUS_DATETIME_UTC,LOCATION_LATITUDE,LOCATION_LONGITUDE
lamar_parmer,84,,LOC16-002540,,TURNED_ON,,BLUETOOTH,,5164152,,,,,,NORTHWEST,7,,BUILDING,LAMAR BLVD / PARMER LN,LAMAR BLVD,PARMER LN,12400,,1001,"(30.4078522, -97.6782227)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4078522,-97.6782227
mlk_guadalupe,91,,LOC16-000110,,TURNED_ON,,BLUETOOTH,,5157068,,,,,,CENTRAL,9,,ROADWAY,GUADALUPE ST / MARTIN LUTHER KING JR BLVD,GUADALUPE ST,MARTIN LUTHER KING JR BLVD,1900,,401,"(30.2817326, -97.7419281)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2817326,-97.7419281
mlk_ih35,92,,LOC16-000170,,TURNED_ON,,BLUETOOTH,,5158756,,,,,,CENTRAL,1,,ROADWAY,MARTIN LUTHER KING JR BLVD / 35 SVRD,MARTIN LUTHER KING JR BLVD,IH 35 SVRD,600,,1900,"(30.2785587, -97.730484)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2785587,-97.730484
mlk_lavaca,93,,LOC16-000115,,TURNED_ON,,BLUETOOTH,,5157273,,,,,,CENTRAL,9,,ROADWAY,LAVACA ST / MARTIN LUTHER KING JR BLVD,LAVACA ST,MARTIN LUTHER KING JR BLVD,1800,,301,"(30.2813282, -97.740509)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2813282,-97.740509
mlk_red_river,94,,LOC16-000135,,TURNED_ON,,BLUETOOTH,,5158551,,,,,,CENTRAL,1,,ROADWAY,MARTIN LUTHER KING JR BLVD / RED RIVER ST,MARTIN LUTHER KING JR BLVD,RED RIVER ST,400,,1900,"(30.2789745, -97.732193)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2789745,-97.732193
red_river_32nd,95,,LOC16-000330,,TURNED_ON,,BLUETOOTH,,5159140,,,,,,CENTRAL,9,,ROADWAY,RED RIVER ST / 32ND ST,RED RIVER ST,32ND ST,3100,,902,"(30.2910519, -97.72715)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2910519,-97.72715
red_river_dean_keeton,97,,LOC16-000345,,TURNED_ON,,BLUETOOTH,,5159198,,,,,,CENTRAL,"1,9",,ROADWAY,DEAN KEETON ST / RED RIVER ST,DEAN KEETON ST,RED RIVER ST,928,,2200,"(30.2871666, -97.7267456)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2871666,-97.7267456
Lamar_Blue_Bonnet,75,,LOC16-000615,,TURNED_ON,,BLUETOOTH,,5152555,,,,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / BLUEBONNET LN,LAMAR BLVD,BLUEBONNET LN,2261,,2401,"(30.2469234, -97.7771835)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2469234,-97.7771835
fm2222_parkcrest,53,,LOC16-002155,,TURNED_ON,,BLUETOOTH,,5154483,,,,,,NORTHWEST,10,,ROADWAY,FM 2222 RD / NORTHLAND DR,FM 2222 RD,NORTHLAND DR,3500,,3453,"(30.3384666, -97.7589417)",ONLINE,05/09/2018 08:35:00 AM +0000,30.3384666,-97.7589417
fm2222_bell_mountain,56,,LOC16-004240,,TURNED_ON,,BLUETOOTH,,5149559,,,,,,NORTHWEST,10,,ROADWAY,FM 2222 RD / BELL MOUNTAIN DR,FM 2222 RD,BELL MOUNTAIN DR,7706,,7751,"(30.3771896, -97.8054581)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.3771896,-97.8054581
red_river_38th,96,,LOC16-000335,08/01/2017 08:16:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5159542,,,,,,CENTRAL,9,,ROADWAY, RED RIVER ST / 38TH HALF ST, RED RIVER ST, 38TH HALF ST,3808,,800,"(30.2965431, -97.7231445)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2965431,-97.7231445
rm620_anderson_mill,100,,LOC16-003165,,TURNED_ON,,BLUETOOTH,,5147797,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / ANDERSON MILL RD,FM 620 RD,ANDERSON MILL RD,11600,,11611,"(30.4554501, -97.8258057)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4554501,-97.8258057
rm620_deerbrook,103,,LOC16-004470,,TURNED_ON,,BLUETOOTH,,5148947,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / DEERBROOK TRL,FM 620 RD,DEERBROOK TRL,12400,,12324,"(30.4638901, -97.8106232)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4638901,-97.8106232
rm620_el_salido,104,,LOC16-004465,,TURNED_ON,,BLUETOOTH,,5148045,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / EL SALIDO PKWY,FM 620 RD,EL SALIDO PKWY,11804,,11701,"(30.4580345, -97.8231125)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4580345,-97.8231125
rm620_hatch,105,,LOC16-004480,,TURNED_ON,,BLUETOOTH,,5148292,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / HATCH RD,FM 620 RD,HATCH RD,12108,,3400,"(30.4608479, -97.8199234)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4608479,-97.8199234
rm620_lake_creek,109,,LOC16-004475,,TURNED_ON,,BLUETOOTH,,5148573,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / LAKE CREEK PKWY,FM 620 RD,LAKE CREEK PKWY,12220,,11422,"(30.4621582, -97.8160172)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4621582,-97.8160172
ross_pearce,110,,LOC16-001575,,TURNED_ON,,BLUETOOTH,,5168019,,,,,,SOUTHEAST,2,,ROADWAY,PEARCE LN / ROSS RD,PEARCE LN,ROSS RD,12400,,5413,"(30.1694298, -97.6231079)",ONLINE,03/29/2018 08:35:00 AM +0000,30.1694298,-97.6231079
south_1st_stassney,117,,LOC16-001975,,TURNED_ON,,BLUETOOTH,,5152189,,,,,,SOUTHWEST,"3,2",,ROADWAY,STASSNEY LN / 1ST ST,STASSNEY LN,1ST ST,600,,5501,"(30.2084713, -97.7815247)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2084713,-97.7815247
south_1st_wm_cannon,118,,LOC16-001980,,TURNED_ON,,BLUETOOTH,,5151543,,,,,,SOUTHWEST,2,,ROADWAY,WILLIAM CANNON DR / 1ST ST,WILLIAM CANNON DR,1ST ST,700,,6519,"(30.1970978, -97.7878189)",ONLINE,03/29/2018 08:35:00 AM +0000,30.1970978,-97.7878189
us183_burleson,120,,LOC16-002435,,TURNED_ON,,BLUETOOTH,,5163798,,,,,,SOUTHEAST,2,,ROADWAY,US 183 HWY / BURLESON RD,US 183 HWY,BURLESON RD,4500,,8300,"(30.1828804, -97.6876297)",ONLINE,03/29/2018 08:35:00 AM +0000,30.1828804,-97.6876297
bartonsprings_Kinney,127,,LOC16-000640,,TURNED_ON,,BLUETOOTH,,5154418,,,,,,SOUTHWEST,5,,ROADWAY,BARTON SPRINGS RD / KINNEY AVE,BARTON SPRINGS RD,KINNEY AVE,1501,,501,"(30.261982, -97.761467)",ONLINE,03/29/2018 08:35:00 AM +0000,30.261982,-97.761467
bartonsprings_robertelee,128,,LOC16-000645,,TURNED_ON,,BLUETOOTH,,5153923,,,,,,SOUTHWEST,5,,ROADWAY,BARTON SPRINGS RD / ROBERT E LEE RD,BARTON SPRINGS RD,ROBERT E LEE RD,1901,,401,"(30.2647686, -97.7649841)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2647686,-97.7649841
rundberg_middle_fiskville,133,,LOC16-003825,,TURNED_ON,,BLUETOOTH,,5163342,,,,,,NORTHEAST,4,,ROADWAY,RUNDBERG LN / MIDDLE FISKVILLE RD,RUNDBERG LN,MIDDLE FISKVILLE RD,800,,9400,"(30.3574352, -97.6865082)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3574352,-97.6865082
guadalupe_21st,137,,LOC16-000180,,TURNED_ON,,BLUETOOTH,,5157063,,,,,,CENTRAL,9,,ROADWAY,GUADALUPE ST / 21ST ST,GUADALUPE ST,21ST ST,2100,,401,"(30.2837963, -97.7419052)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2837963,-97.7419052
51st_manor,138,,LOC16-003240,,TURNED_ON,,BLUETOOTH,,5163482,,,,,,NORTHEAST,"1,9",,ROADWAY,MANOR RD / 51ST ST,MANOR RD,51ST ST,5100,,2300,"(30.2981815, -97.6870575)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2981815,-97.6870575
51st_mueller,139,,LOC16-004920,,TURNED_ON,,BLUETOOTH,,5161667,,,,,,NORTHEAST,"4,9",,ROADWAY,51ST ST / MUELLER BLVD,51ST ST,MUELLER BLVD,1300,,5000,"(30.3057785, -97.7028351)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3057785,-97.7028351
51st_springdale,140,,LOC16-003185,,TURNED_ON,,BLUETOOTH,,5164505,,,,,,NORTHEAST,1,,ROADWAY,SPRINGDALE RD / 51ST ST,SPRINGDALE RD,51ST ST,5100,,3200,"(30.2936001, -97.6778107)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2936001,-97.6778107
springdale_12th,142,,LOC16-002785,,TURNED_ON,,BLUETOOTH,,5163550,,,,,,NORTHEAST,1,,ROADWAY,SPRINGDALE RD / 12TH ST,SPRINGDALE RD,12TH ST,1200,,4100,"(30.2789841, -97.6870193)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2789841,-97.6870193
guadalupe_24th,134,,LOC16-000195,,TURNED_ON,,BLUETOOTH,,5157100,,,,,,CENTRAL,9,,ROADWAY,GUADALUPE ST / 24TH ST,GUADALUPE ST,24TH ST,2400,,401,"(30.2877197, -97.7415466)",ONLINE,04/18/2018 08:35:00 AM +0000,30.2877197,-97.7415466
guadalupe_26th,135,,LOC16-000200,,TURNED_ON,,BLUETOOTH,,5157120,,,,,,CENTRAL,9,,ROADWAY,DEAN KEETON ST / GUADALUPE ST,DEAN KEETON ST,GUADALUPE ST,300,,2520,"(30.289814, -97.7413559)",ONLINE,04/18/2018 08:35:00 AM +0000,30.289814,-97.7413559
tx71_ross,111,,LOC16-007030,,TURNED_ON,,BLUETOOTH,,5168587,,,,,,SOUTHEAST,,,ROADWAY,SH 71  / ROSS RD,SH 71,ROSS RD,4436,,4501,"(30.186287, -97.609533)",OFFLINE,05/11/2018 08:35:00 AM +0000,30.186287,-97.609533
rm620_boulder_north,101,,LOC16-004380,,TURNED_ON,,BLUETOOTH,,5147160,,,North,,,NORTHWEST,6,,ROADWAY,FM 620 RD / BOULDER LN (North),FM 620 RD,BOULDER LN,10443,,11700,"(30.4434834, -97.8331299)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.4434834,-97.8331299
rm620_boulder_south,102,,LOC16-004375,,TURNED_ON,,BLUETOOTH,,5146359,,,South,,,NORTHWEST,6,,ROADWAY,FM 620 RD / BOULDER LN (South),FM 620 RD,BOULDER LN,8400,,10200,"(30.4287834, -97.842659)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.4287834,-97.842659
springdale_manor,143,,LOC16-003280,,TURNED_ON,,BLUETOOTH,,5165229,,,,,,NORTHEAST,1,,ROADWAY,MANOR RD / SPRINGDALE RD,MANOR RD,SPRINGDALE RD,6508,,6400,"(30.3089867, -97.6690598)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3089867,-97.6690598
springdale_mlk,144,,LOC16-003130,,TURNED_ON,,BLUETOOTH,,5164054,,,,,,NORTHEAST,1,,ROADWAY,MARTIN LUTHER KING JR BLVD / SPRINGDALE RD,MARTIN LUTHER KING JR BLVD,SPRINGDALE RD,4600,,1800,"(30.285862, -97.6826248)",ONLINE,03/29/2018 08:35:00 AM +0000,30.285862,-97.6826248
cesar_chavez_ih35,146,,LOC16-000670,,TURNED_ON,,BLUETOOTH,,5157926,,,,,,CENTRAL,"3,9",,ROADWAY,CESAR CHAVEZ ST / 35 SVRD,CESAR CHAVEZ ST,IH 35 SVRD,700,,100,"(30.2612305, -97.736763)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2612305,-97.736763
riverside_ih35,147,,LOC16-001885,,TURNED_ON,,BLUETOOTH,,5158305,,,,,,SOUTHWEST,9,,ROADWAY,RIVERSIDE DR / 35 SVRD,RIVERSIDE DR,IH 35 SVRD,1300,,1101,"(30.2478428, -97.7348862)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2478428,-97.7348862
,156,15,LOC16-007260,07/03/2017 03:49:00 PM +0000,TURNED_ON,10/13/2015 05:00:00 AM +0000,RADAR,Wavetronix,,,,H&B Trail Underpass,,,CENTRAL,9,,ROADWAY,1000 BLK W CESAR CHAVEZ ST (H&B Trail Underpass), CESAR CHAVEZ ST,  ,1000,,,"(30.268652, -97.759929)",ONLINE,03/29/2018 08:35:00 AM +0000,30.268652,-97.759929
,157,16,LOC17-010420,07/03/2017 03:54:00 PM +0000,TURNED_ON,10/13/2015 05:00:00 AM +0000,RADAR,Wavetronix,5155730,,,,,,CENTRAL,9,,ROADWAY, LAMAR BLVD / N LAMAR SB TO W 15TH RAMP, LAMAR BLVD, N LAMAR SB TO W 15TH RAMP,1401,,,"(30.279604, -97.750472)",ONLINE,03/29/2018 08:35:00 AM +0000,30.279604,-97.750472
,158,20,LOC17-010425,07/03/2017 04:04:00 PM +0000,TURNED_ON,10/15/2015 05:00:00 AM +0000,RADAR,Wavetronix,,,,,,,CENTRAL,9,,ROADWAY,700 BLK E CESAR CHAVEZ ST, CESAR CHAVEZ ST,  ,700,,,"(30.261476, -97.737262)",ONLINE,03/29/2018 08:35:00 AM +0000,30.261476,-97.737262
,159,17,LOC17-010430,07/03/2017 04:15:00 PM +0000,TURNED_ON,04/04/2016 05:00:00 AM +0000,RADAR,Wavetronix,5155709,,,Fulmore Middle School,,,SOUTHWEST,9,,ROADWAY, CONGRESS AVE / JOHANNA ST (Fulmore Middle School), CONGRESS AVE, JOHANNA ST,1900,,101,"(30.244513, -97.751737)",ONLINE,03/29/2018 08:35:00 AM +0000,30.244513,-97.751737
,162,2,LOC16-004120,02/09/2018 10:08:00 PM +0000,TURNED_ON,,RADAR,Wavetronix,5151885,,,,,,NORTHWEST,"10,6",,ROADWAY, SPICEWOOD SPRINGS RD / FOUR IRON DR, SPICEWOOD SPRINGS RD, FOUR IRON DR,8551,,11600,"(30.4316254, -97.7782974)",ONLINE,03/29/2018 08:35:00 AM +0000,30.4316254,-97.7782974
Lamar_BrodieOaks,77,,LOC16-000910,,TURNED_ON,,BLUETOOTH,,5151029,,,BRODIE OAKS SHOPPING CENTER,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),LAMAR BLVD,LAMAR BLVD SVRD,3802,,4101,"(30.2362595, -97.7925873)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2362595,-97.7925873
lamar_lamar_square,79,,LOC16-003810,,TURNED_ON,,BLUETOOTH,,5154288,,,,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / LAMAR SQUARE DR,LAMAR BLVD,LAMAR SQUARE DR,1200,,1301,"(30.2542477, -97.7625885)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2542477,-97.7625885
Lamar_and_Manchca_Barton_skyway,80,,LOC16-000620,,TURNED_ON,,BLUETOOTH,,5152101,,,Barton Skwy,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / MANCHACA RD (Barton Skwy),LAMAR BLVD,MANCHACA RD,2800,,2801,"(30.244257, -97.781395)",ONLINE,04/26/2018 08:35:00 AM +0000,30.244257,-97.781395
lamar_riverside,86,,LOC16-000595,,TURNED_ON,,BLUETOOTH,,5154958,,,,,,SOUTHWEST,5,,ROADWAY,LAMAR BLVD / RIVERSIDE DR,LAMAR BLVD,RIVERSIDE DR,200,,1200,"(30.2645245, -97.757103)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2645245,-97.757103
rm620_wilson_park,108,,LOC16-004330,,TURNED_ON,,BLUETOOTH,,5145963,,,,,,NORTHWEST,6,,ROADWAY,FM 620 RD / WILSON PARKE AVE,FM 620 RD,WILSON PARKE AVE,8116,,11701,"(30.416769, -97.8473129)",OFFLINE,05/13/2018 08:35:00 AM +0000,30.416769,-97.8473129
us290_wm_cannon,125,,LOC16-003480,08/01/2017 08:23:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5144899,,,,,,SOUTHWEST,8,,ROADWAY,US 290 HWY / WILLIAM CANNON DR,US 290 HWY, WILLIAM CANNON DR,6322,,6400,"(30.2340565, -97.86483)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2340565,-97.86483
,163,22,LOC17-010445,11/20/2017 08:06:00 PM +0000,TURNED_ON,10/07/2016 05:00:00 AM +0000,RADAR,Wavetronix,,,,Collier,,,SOUTHWEST,5,,ROADWAY,1612 BLK S LAMAR BLVD (Collier), LAMAR BLVD,  ,1612,,,"(30.250802, -97.765746)",ONLINE,03/29/2018 08:35:00 AM +0000,30.250802,-97.765746
,165,23,LOC16-002270,07/03/2017 06:15:00 PM +0000,TURNED_ON,12/02/2016 06:00:00 AM +0000,RADAR,Wavetronix,5159845,,,IBM DRIVEWAY,,,NORTHWEST,7,,ROADWAY, BURNET RD / PALM WAY (IBM DRIVEWAY), BURNET RD, PALM WAY,11700,,2901,"(30.4022865, -97.7176056)",ONLINE,06/05/2018 08:35:00 AM +0000,30.4022865,-97.7176056
,166,24,LOC16-004175,07/03/2017 06:25:00 PM +0000,TURNED_ON,02/01/2017 06:00:00 AM +0000,RADAR,Wavetronix,5151320,,,,,,NORTHWEST,10,,ROADWAY, CAPITAL OF TEXAS HWY / LAKEWOOD DR, CAPITAL OF TEXAS HWY, LAKEWOOD DR,6822,,7200,"(30.3716736, -97.7856598)",ONLINE,05/16/2018 08:35:00 AM +0000,30.3716736,-97.7856598
,172,,LOC16-003725,08/01/2017 08:39:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5159052,,,,,,NORTHWEST,7,,ROADWAY, BURNET RD / WATERFORD CENTRE BLVD, BURNET RD, WATERFORD CENTRE BLVD,9300,,9234,"(30.3773537, -97.7254715)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3773537,-97.7254715
,173,,LOC16-004180,08/01/2017 08:41:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5154176,,,,,,NORTHWEST,10,,ROADWAY, CAPITAL OF TEXAS HWY / GREAT HILLS TRL, CAPITAL OF TEXAS HWY, GREAT HILLS TRL,8400,,8901,"(30.3881397, -97.7598343)",ONLINE,03/29/2018 08:35:00 AM +0000,30.3881397,-97.7598343
,175,,LOC16-001905,08/01/2017 08:55:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5159035,,,,,,SOUTHWEST,"3,9",,ROADWAY, RIVERSIDE DR / PARKER LN, RIVERSIDE DR, PARKER LN,1723,,1201,"(30.2432289, -97.7293091)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2432289,-97.7293091
wm_cannon_brodie,131,,LOC16-002055,,TURNED_ON,,BLUETOOTH,,5147962,,,,,,SOUTHWEST,"8,5",,ROADWAY,BRODIE LN / WILLIAM CANNON DR,BRODIE LN,WILLIAM CANNON DR,6912,,3501,"(30.2137775, -97.8303833)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2137775,-97.8303833
,160,1,LOC17-010435,07/03/2017 04:43:00 PM +0000,TURNED_ON,05/05/2013 05:00:00 AM +0000,RADAR,Wavetronix,5152101,,,,,,SOUTHWEST,5,,ROADWAY, LAMAR BLVD / MANCHACA RD, LAMAR BLVD, MANCHACA RD,2800,,2801,"(30.243875, -97.781705)",ONLINE,06/07/2018 08:35:00 AM +0000,30.243875,-97.781705
,164,10,LOC16-004930,07/03/2017 06:14:00 PM +0000,TURNED_ON,10/07/2016 05:00:00 AM +0000,RADAR,Wavetronix,,,,BROKEN SPOKE,,,SOUTHWEST,5,,ROADWAY,3201 BLK S LAMAR BLVD (BROKEN SPOKE), LAMAR BLVD,  ,3201,,,"(30.2404709, -97.7866669)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2404709,-97.7866669
,169,12,LOC17-010455,07/05/2017 01:01:00 PM +0000,TURNED_ON,05/05/2013 05:00:00 AM +0000,RADAR,Wavetronix,,,,WB US 290 flyover,,,SOUTHWEST,8,,ROADWAY,BLK W 290 WB TO S MOPAC SB RAMP (WB US 290 flyover), W 290 WB TO S MOPAC SB RAMP,  ,,,,"(30.233677, -97.819724)",ONLINE,04/26/2018 08:35:00 AM +0000,30.233677,-97.819724
,176,,LOC16-000960,08/01/2017 09:04:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5149842,,,,,,SOUTHWEST,5,,ROADWAY, MANCHACA RD / WILLIAM CANNON DR, MANCHACA RD, WILLIAM CANNON DR,6800,,2000,"(30.2029133, -97.8069077)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2029133,-97.8069077
,177,8,LOC16-004310,08/01/2017 09:21:00 PM +0000,TURNED_ON,,RADAR,Wavetronix,5149237,,,,,,SOUTHWEST,8,,ROADWAY, CAPITAL OF TEXAS HWY / WALSH TARLTON LN, CAPITAL OF TEXAS HWY, WALSH TARLTON LN,2430,,2715,"(30.2579861, -97.8122482)",ONLINE,04/26/2018 08:35:00 AM +0000,30.2579861,-97.8122482
,178,,LOC16-000215,08/02/2017 02:46:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5156858,,,,,,CENTRAL,9,,ROADWAY, GUADALUPE ST / 29TH ST, GUADALUPE ST, 29TH ST,2900,,601,"(30.2954292, -97.7428131)",ONLINE,05/30/2018 08:35:00 AM +0000,30.2954292,-97.7428131
,179,,LOC16-000050,08/02/2017 02:59:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5160009,,,,,,NORTHEAST,"7,4",,ROADWAY, LAMAR BLVD / ST JOHNS AVE, LAMAR BLVD, ST JOHNS AVE,7200,,613,"(30.339407, -97.7178421)",ONLINE,03/29/2018 08:35:00 AM +0000,30.339407,-97.7178421
,183,,LOC16-000815,08/02/2017 03:12:00 PM +0000,TURNED_ON,,BLUETOOTH,TrafficNet,5161612,,,,,,NORTHEAST,1,,ROADWAY, AIRPORT BLVD / MARTIN LUTHER KING JR BLVD, AIRPORT BLVD, MARTIN LUTHER KING JR BLVD,1900,,3200,"(30.2825718, -97.703949)",ONLINE,03/29/2018 08:35:00 AM +0000,30.2825718,-97.703949
,185,11,LOC16-002260,08/17/2017 02:15:00 PM +0000,TURNED_ON,,RADAR,Wavetronix,5159209,,,,,,NORTHWEST,7,,ROADWAY, BURNET RD / RUTLAND DR, BURNET RD, RUTLAND DR,10000,,2401,"(30.3834267, -97.7240753)",ONLINE,05/17/2018 08:35:00 AM +0000,30.3834267,-97.7240753
